Metric,Value,Unit
total_cost,5041.992251815135,CHF
remaining_primal_residual_heat,12.91867153048181,kWh
remaining_primal_residual_elec,7.347374121514232,kWh
average_heat_value,0.0571795634763998,CHF/kWh
average_elec_value,0.2842884218563742,CHF/kWh
weighted_avg_heat_value,0.07782792129309489,CHF/kWh
weighted_avg_elec_value,0.2904077472149545,CHF/kWh
total_expenses,5142.168048704755,CHF
total_revenue,100.17579688962029,CHF
electricity_expenses,5142.168048703932,CHF
electricity_revenue,0.17579688591661724,CHF
hydrogen_expenses,8.227185628222061e-10,CHF
hydrogen_revenue,100.00000000370368,CHF
expenses_h2_system,4.870003885658078,CHF
revenue_h2_system,104.29902010525994,CHF
expenses_hp_system,2618.2269728055358,CHF
revenue_pv_system,1691.0425544489306,CHF
heat_cost_cons1,912.5906864755623,CHF
heat_cost_cons2,912.5718144587834,CHF
heat_cost_cons3,912.5484920038496,CHF
heat_cost_cons_total,2737.710992938195,CHF
electricity_end_expenses,4356.116208224317,CHF
electricity_f_heat_expenses,2623.0969766903136,CHF
total_heat_consumption,35176.462989781714,kWh
total_heat_demand,35176.462989781714,kWh
total_heat_supply,35183.87627568474,kWh
total_heat_solar_gain,5821.3584,kWh
total_heat_waste,8.576967754179744,kWh
total_heat_waste_el,2.4531910353036155,kWh
total_heat_waste_fc,6.123776718876128,kWh
total_heat_h2_used,13.765424766821376,kWh
total_heat_el_used,6.917261183488372,kWh
total_heat_fc_used,6.84816358333298,kWh
total_heat_el_gen,9.370452218791986,kWh
total_heat_fc_gen,12.97194030220911,kWh
total_heat_hp_used,35170.110850917925,kWh
total_heat_ts_used,6.898082531333511,kWh
total_heat_ts_input,16.55116251823567,kWh
total_energy_ts_stored,778.9347212937774,kWh
total_electricity_for_heat_demand,9166.442617340319,kWh
total_electricity_end_demand,15000.0,kWh
total_electricity_total_demand,24166.44261734032,kWh
total_electricity_generated,6201.701636248502,kWh
total_electricity_imported,18424.327168215244,kWh
total_electricity_exported,10.800590166352405,kWh
total_electricity_h2_demand,31.348889829170286,kWh
total_electricity_el_demand,31.132751247329594,kWh
total_electricity_co_demand,0.216138581841587,kWh
total_electricity_hp_demand,9135.09372751115,kWh
total_electricity_fc_produced,16.508336248501177,kWh
total_electricity_pv_produced,6185.193300000001,kWh
total_electricity_bat_charged,5273.15491294102,kWh
total_electricity_bat_discharged,4822.868356746667,kWh
total_energy_bat_stored,85607.61384995768,kWh
total_net_electricity_imported,18413.52657804889,kWh
total_hydrogen_used,0.7655586358077805,kg
total_hydrogen_produced,0.5398253130155257,kg
total_hydrogen_imported,8.22718562822207e-11,kg
total_hydrogen_exported,10.00000000037037,kg
avg_hydrogen_storage,7.234441692205301,kg
avg_temp_cons1,21.198704992232692,°C
avg_temp_cons2,21.182235538213302,°C
avg_temp_cons3,21.16493380045689,°C
max_temp_cons1,28.832479801566024,°C
max_temp_cons2,28.832479801607455,°C
max_temp_cons3,28.832479801554445,°C
avg_rate_elec_f_heat_demand,0.1860161980203168,kWh/h
avg_rate_elec_end_demand,0.25211857672986404,kWh/h
avg_rate_elec_total_demand,0.33603416536264447,kWh/h
avg_rate_elec_generated,0.20184408894970807,kWh/h
avg_rate_elec_imported,0.3948260045098922,kWh/h
avg_rate_elec_exported,0.0012329440828998401,kWh/h
avg_rate_heat_demand,0.7112345310158231,kWh/h
avg_rate_heat_supply,0.7124895464913568,kWh/h
avg_rate_temp_cons1,0.06194942058674264,°C/h
avg_rate_temp_cons2,0.0594166633222588,°C/h
avg_rate_temp_cons3,0.05376534344512537,°C/h
avg_rate_elec_f_heat_demand_ramp_up,0.13846888975679725,kWh/h
avg_rate_elec_end_demand_ramp_up,0.2769899571936677,kWh/h
avg_rate_elec_total_demand_ramp_up,0.3390571689313525,kWh/h
avg_rate_elec_generated_ramp_up,0.17706752738160988,kWh/h
avg_rate_elec_imported_ramp_up,0.2653637418339153,kWh/h
avg_rate_elec_exported_ramp_up,0.002914352446356612,kWh/h
avg_rate_heat_demand_ramp_up,0.6348499844135983,kWh/h
avg_rate_heat_supply_ramp_up,0.5158191473416365,kWh/h
avg_rate_temp_cons1_ramp_up,0.06909400413659804,°C/h
avg_rate_temp_cons2_ramp_up,0.06578485784900533,°C/h
avg_rate_temp_cons3_ramp_up,0.05825471382483709,°C/h
max_rate_elec_f_heat_demand,3.8961038960894006,kWh/h
max_rate_elec_end_demand,1.0796716656950898,kWh/h
max_rate_elec_total_demand,4.27036965644985,kWh/h
max_rate_elec_generated,4.999999999998555,kWh/h
max_rate_elec_imported,8.917693457687157,kWh/h
max_rate_elec_exported,10.800590166192606,kWh/h
max_rate_heat_demand,15.028644352959088,kWh/h
max_rate_heat_supply,14.999999999939297,kWh/h
max_rate_temp_cons1,0.3231659765296975,°C/h
max_rate_temp_cons2,0.3165611464761504,°C/h
max_rate_temp_cons3,0.3140532812935355,°C/h
