Metric,Value,Unit
total_cost,5055.685353775453,CHF
remaining_primal_residual_heat,10.795901497434926,kWh
remaining_primal_residual_elec,8.743901331074799,kWh
average_heat_value,0.05770714413435086,CHF/kWh
average_elec_value,0.28423429458338584,CHF/kWh
weighted_avg_heat_value,0.07817729285799538,CHF/kWh
weighted_avg_elec_value,0.29034102122820554,CHF/kWh
total_expenses,5155.817817629283,CHF
total_revenue,100.13246385382988,CHF
electricity_expenses,5155.817817629275,CHF
electricity_revenue,0.13246385380068562,CHF
hydrogen_expenses,8.193319054703048e-12,CHF
hydrogen_revenue,100.00000000002919,CHF
expenses_h2_system,4.866365137265278,CHF
revenue_h2_system,104.28843429050039,CHF
expenses_hp_system,2628.194200369563,CHF
revenue_pv_system,1690.3988167839104,CHF
heat_cost_cons1,916.4034192520296,CHF
heat_cost_cons2,914.8298685192444,CHF
heat_cost_cons3,914.3177452442055,CHF
heat_cost_cons_total,2745.5510330154793,CHF
electricity_end_expenses,4355.115318423083,CHF
electricity_f_heat_expenses,2633.0605655068166,CHF
total_heat_consumption,35119.54600426785,kWh
total_heat_demand,35119.54600426785,kWh
total_heat_supply,35126.931979068264,kWh
total_heat_solar_gain,5821.3584,kWh
total_heat_waste,12.236044782294304,kWh
total_heat_waste_el,6.110777050530023,kWh
total_heat_waste_fc,6.12526773176428,kWh
total_heat_h2_used,10.065013936984885,kWh
total_heat_el_used,3.2357888286370304,kWh
total_heat_fc_used,6.829225108347833,kWh
total_heat_el_gen,9.346565879166954,kWh
total_heat_fc_gen,12.954492840107704,kWh
total_heat_hp_used,35116.866965131274,kWh
total_heat_ts_used,5.778981016195907,kWh
total_heat_ts_input,12.938736886141408,kWh
total_energy_ts_stored,567.1036856850639,kWh
total_electricity_for_heat_demand,9152.533124762262,kWh
total_electricity_end_demand,15000.0,kWh
total_electricity_total_demand,24152.533124762263,kWh
total_electricity_generated,6201.672301850914,kWh
total_electricity_imported,18432.56511106865,kWh
total_electricity_exported,8.13830000059459,kWh
total_electricity_h2_demand,31.26897797491865,kWh
total_electricity_el_demand,31.05339035467984,kWh
total_electricity_co_demand,0.21558762023619005,kWh
total_electricity_hp_demand,9121.264146787344,kWh
total_electricity_fc_produced,16.47900185091374,kWh
total_electricity_pv_produced,6185.193300000001,kWh
total_electricity_bat_charged,5452.970962866725,kWh
total_electricity_bat_discharged,4982.33484781101,kWh
total_energy_bat_stored,92532.17091295055,kWh
total_net_electricity_imported,18424.426811068053,kWh
total_hydrogen_used,0.7643479721740785,kg
total_hydrogen_produced,0.5384492374506786,kg
total_hydrogen_imported,8.193319054703041e-13,kg
total_hydrogen_exported,10.000000000002917,kg
avg_hydrogen_storage,7.193887119813215,kg
avg_temp_cons1,21.239094441715178,°C
avg_temp_cons2,21.163177607077905,°C
avg_temp_cons3,21.107217947726514,°C
max_temp_cons1,28.83247980153002,°C
max_temp_cons2,28.832479801502423,°C
max_temp_cons3,28.832479801589045,°C
avg_rate_elec_f_heat_demand,0.14553047785728737,kWh/h
avg_rate_elec_end_demand,0.25211857672986404,kWh/h
avg_rate_elec_total_demand,0.28339112180889997,kWh/h
avg_rate_elec_generated,0.20199324870635726,kWh/h
avg_rate_elec_imported,0.36641637838887814,kWh/h
avg_rate_elec_exported,0.0009290296804206096,kWh/h
avg_rate_heat_demand,0.5558912019835786,kWh/h
avg_rate_heat_supply,0.5567475919664678,kWh/h
avg_rate_temp_cons1,0.07043583097373218,°C/h
avg_rate_temp_cons2,0.0507265379174028,°C/h
avg_rate_temp_cons3,0.03684716149724892,°C/h
avg_rate_elec_f_heat_demand_ramp_up,0.1051333486747351,kWh/h
avg_rate_elec_end_demand_ramp_up,0.2769899571936677,kWh/h
avg_rate_elec_total_demand_ramp_up,0.2792644392115439,kWh/h
avg_rate_elec_generated_ramp_up,0.17088413507970815,kWh/h
avg_rate_elec_imported_ramp_up,0.25262113211074366,kWh/h
avg_rate_elec_exported_ramp_up,0.002188891877482747,kWh/h
avg_rate_heat_demand_ramp_up,0.46448003565430673,kWh/h
avg_rate_heat_supply_ramp_up,0.3967711251368465,kWh/h
avg_rate_temp_cons1_ramp_up,0.07679553603223181,°C/h
avg_rate_temp_cons2_ramp_up,0.05358531071506779,°C/h
avg_rate_temp_cons3_ramp_up,0.03623909648291075,°C/h
max_rate_elec_f_heat_demand,3.8961038961036816,kWh/h
max_rate_elec_end_demand,1.0796716656950898,kWh/h
max_rate_elec_total_demand,3.9526491337093983,kWh/h
max_rate_elec_generated,4.999999999999992,kWh/h
max_rate_elec_imported,8.49921706623259,kWh/h
max_rate_elec_exported,8.138300000477166,kWh/h
max_rate_heat_demand,15.010757838099176,kWh/h
max_rate_heat_supply,14.999999999999147,kWh/h
max_rate_temp_cons1,0.35253203988093773,°C/h
max_rate_temp_cons2,0.28960594418601104,°C/h
max_rate_temp_cons3,0.23580695754395364,°C/h
