Metric,Value,Unit
total_cost,5100.915729582427,CHF
remaining_primal_residual_heat,6.922107920667404,kWh
remaining_primal_residual_elec,9.740826146302162,kWh
average_heat_value,0.05809487835349266,CHF/kWh
average_elec_value,0.2861840145075589,CHF/kWh
weighted_avg_heat_value,0.07869763766533212,CHF/kWh
weighted_avg_elec_value,0.2924930792591636,CHF/kWh
total_expenses,5200.995207894945,CHF
total_revenue,100.07947831251838,CHF
electricity_expenses,5200.995207894926,CHF
electricity_revenue,0.0794783124398137,CHF
hydrogen_expenses,1.891508236339958e-11,CHF
hydrogen_revenue,100.00000000007856,CHF
expenses_h2_system,4.797918653295958,CHF
revenue_h2_system,104.2311609546024,CHF
expenses_hp_system,2687.587112624824,CHF
revenue_pv_system,1706.8200585597683,CHF
heat_cost_cons1,916.7167612374327,CHF
heat_cost_cons2,915.5210442513935,CHF
heat_cost_cons3,915.5031436565482,CHF
heat_cost_cons_total,2747.7409491453745,CHF
electricity_end_expenses,4387.396188887455,CHF
electricity_f_heat_expenses,2692.385031278095,CHF
total_heat_consumption,34915.16430048849,kWh
total_heat_demand,34915.16430048849,kWh
total_heat_supply,34921.85707171514,kWh
total_heat_solar_gain,5821.3584,kWh
total_heat_waste,14.039922527072365,kWh
total_heat_waste_el,7.890473697620463,kWh
total_heat_waste_fc,6.149448829451904,kWh
total_heat_h2_used,8.137609608752722,kWh
total_heat_el_used,1.4007551126928253,kWh
total_heat_fc_used,6.736854496060199,kWh
total_heat_el_gen,9.291228810313285,kWh
total_heat_fc_gen,12.886303325501672,kWh
total_heat_hp_used,34913.71946210639,kWh
total_heat_ts_used,5.7092041592461555,kWh
total_heat_ts_input,11.276788778602594,kWh
total_energy_ts_stored,419.29275986013414,kWh
total_electricity_for_heat_demand,9099.440448851466,kWh
total_electricity_end_demand,15000.0,kWh
total_electricity_total_demand,24099.440448851466,kWh
total_electricity_generated,6201.49367594372,kWh
total_electricity_imported,18388.694070914808,kWh
total_electricity_exported,4.882980002082977,kWh
total_electricity_h2_demand,30.94188726539226,kWh
total_electricity_el_demand,30.72900414857002,kWh
total_electricity_co_demand,0.21288311683075292,kWh
total_electricity_hp_demand,9068.498561586075,kWh
total_electricity_fc_produced,16.30037594371909,kWh
total_electricity_pv_produced,6185.193300000001,kWh
total_electricity_bat_charged,5558.182271683392,kWh
total_electricity_bat_discharged,5075.98385306538,kWh
total_energy_bat_stored,92871.7288946334,kWh
total_net_electricity_imported,18383.811090912724,kWh
total_hydrogen_used,0.7579925319806253,kg
total_hydrogen_produced,0.531694499888545,kg
total_hydrogen_imported,1.8915082363399637e-12,kg
total_hydrogen_exported,10.000000000007855,kg
avg_hydrogen_storage,7.185604684612582,kg
avg_temp_cons1,21.17752674296623,°C
avg_temp_cons2,21.09392450434113,°C
avg_temp_cons3,21.107382416543558,°C
max_temp_cons1,28.83247980186028,°C
max_temp_cons2,28.832479801505382,°C
max_temp_cons3,28.832479801679156,°C
avg_rate_elec_f_heat_demand,0.09472105505314474,kWh/h
avg_rate_elec_end_demand,0.25211857672986404,kWh/h
avg_rate_elec_total_demand,0.2497332692506513,kWh/h
avg_rate_elec_generated,0.20266837130829876,kWh/h
avg_rate_elec_imported,0.34226525727157997,kWh/h
avg_rate_elec_exported,0.0005574178082991182,kWh/h
avg_rate_heat_demand,0.36113673489737425,kWh/h
avg_rate_heat_supply,0.361467585878857,kWh/h
avg_rate_temp_cons1,0.056710998381652035,°C/h
avg_rate_temp_cons2,0.03302450423061794,°C/h
avg_rate_temp_cons3,0.0343322629208157,°C/h
avg_rate_elec_f_heat_demand_ramp_up,0.07204657371507389,kWh/h
avg_rate_elec_end_demand_ramp_up,0.2769899571936677,kWh/h
avg_rate_elec_total_demand_ramp_up,0.2542179955501897,kWh/h
avg_rate_elec_generated_ramp_up,0.16384596900098675,kWh/h
avg_rate_elec_imported_ramp_up,0.24077715977598585,kWh/h
avg_rate_elec_exported_ramp_up,0.0013059588126914038,kWh/h
avg_rate_heat_demand_ramp_up,0.28764468371461976,kWh/h
avg_rate_heat_supply_ramp_up,0.2616829067609555,kWh/h
avg_rate_temp_cons1_ramp_up,0.05923877586571814,°C/h
avg_rate_temp_cons2_ramp_up,0.033780289406386284,°C/h
avg_rate_temp_cons3_ramp_up,0.0363542934161977,°C/h
max_rate_elec_f_heat_demand,2.5513538544917393,kWh/h
max_rate_elec_end_demand,1.0796716656950898,kWh/h
max_rate_elec_total_demand,3.3809381982256346,kWh/h
max_rate_elec_generated,4.9753665040247474,kWh/h
max_rate_elec_imported,7.688296438640201,kWh/h
max_rate_elec_exported,4.88298000060604,kWh/h
max_rate_heat_demand,8.888961187159289,kWh/h
max_rate_heat_supply,10.176776097926739,kWh/h
max_rate_temp_cons1,0.280843913574639,°C/h
max_rate_temp_cons2,0.20273165924388792,°C/h
max_rate_temp_cons3,0.2014250234163697,°C/h
