Metric,Value,Unit
total_cost,5081.143783457178,CHF
remaining_primal_residual_heat,7.373285843981475,kWh
remaining_primal_residual_elec,9.70292690547007,kWh
average_heat_value,0.05768446492873044,CHF/kWh
average_elec_value,0.28554327665990015,CHF/kWh
weighted_avg_heat_value,0.07854250786380743,CHF/kWh
weighted_avg_elec_value,0.2918276618599768,CHF/kWh
total_expenses,5181.31958034769,CHF
total_revenue,100.1757968905124,CHF
electricity_expenses,5181.319580346453,CHF
electricity_revenue,0.17579688604837304,CHF
hydrogen_expenses,1.236694834776769e-09,CHF
hydrogen_revenue,100.00000000446403,CHF
expenses_h2_system,4.852275666299807,CHF
revenue_h2_system,104.27991268518763,CHF
expenses_hp_system,2662.851510342156,CHF
revenue_pv_system,1700.0279439483616,CHF
heat_cost_cons1,917.1197669074791,CHF
heat_cost_cons2,914.3393990753711,CHF
heat_cost_cons3,914.173921035858,CHF
heat_cost_cons_total,2745.6330870187085,CHF
electricity_end_expenses,4377.414927899652,CHF
electricity_f_heat_expenses,2667.703786007211,CHF
total_heat_consumption,34957.288246762364,kWh
total_heat_demand,34957.288246762364,kWh
total_heat_supply,34962.63486944316,kWh
total_heat_solar_gain,5821.3584,kWh
total_heat_waste,13.951481887767642,kWh
total_heat_waste_el,7.82627350526236,kWh
total_heat_waste_fc,6.125208382505283,kWh
total_heat_h2_used,8.316804394640446,kWh
total_heat_el_used,1.501354003233495,kWh
total_heat_fc_used,6.8154503914069515,kWh
total_heat_el_gen,9.327627508495853,kWh
total_heat_fc_gen,12.940658773912235,kWh
total_heat_hp_used,34954.31806504851,kWh
total_heat_ts_used,5.8317083918594514,kWh
total_heat_ts_input,11.274093305050517,kWh
total_energy_ts_stored,405.1805173857871,kWh
total_electricity_for_heat_demand,9110.249272827852,kWh
total_electricity_end_demand,15000.0,kWh
total_electricity_total_demand,24110.249272827852,kWh
total_electricity_generated,6201.6490426492655,kWh
total_electricity_imported,18395.711221914964,kWh
total_electricity_exported,10.800590167568759,kWh
total_electricity_h2_demand,31.205619568498946,kWh
total_electricity_el_demand,30.990468780202978,kWh
total_electricity_co_demand,0.21515078829597006,kWh
total_electricity_hp_demand,9079.043653259352,kWh
total_electricity_fc_produced,16.45574264926551,kWh
total_electricity_pv_produced,6185.193300000001,kWh
total_electricity_bat_charged,5535.727307539475,kWh
total_electricity_bat_discharged,5065.6905753905985,kWh
total_energy_bat_stored,83995.92445546604,kWh
total_net_electricity_imported,18384.910631747396,kWh
total_hydrogen_used,0.7633880387580676,kg
total_hydrogen_produced,0.5373582108655348,kg
total_hydrogen_imported,1.2366948347767655e-10,kg
total_hydrogen_exported,10.000000000446402,kg
avg_hydrogen_storage,7.140585435511172,kg
avg_temp_cons1,21.21040022707828,°C
avg_temp_cons2,21.106052385683665,°C
avg_temp_cons3,21.08931092549121,°C
max_temp_cons1,28.832479801529416,°C
max_temp_cons2,28.83247980168403,°C
max_temp_cons3,28.832479801803018,°C
avg_rate_elec_f_heat_demand,0.11686853416081716,kWh/h
avg_rate_elec_end_demand,0.25211857672986404,kWh/h
avg_rate_elec_total_demand,0.25988879734301407,kWh/h
avg_rate_elec_generated,0.20236296656654243,kWh/h
avg_rate_elec_imported,0.38001154438354096,kWh/h
avg_rate_elec_exported,0.0012329440829106117,kWh/h
avg_rate_heat_demand,0.4453157144189708,kWh/h
avg_rate_heat_supply,0.44573435663830535,kWh/h
avg_rate_temp_cons1,0.0647651840173259,°C/h
avg_rate_temp_cons2,0.0368276245295685,°C/h
avg_rate_temp_cons3,0.03209244476529876,°C/h
avg_rate_elec_f_heat_demand_ramp_up,0.0934948273286541,kWh/h
avg_rate_elec_end_demand_ramp_up,0.2769899571936677,kWh/h
avg_rate_elec_total_demand_ramp_up,0.2590240026328357,kWh/h
avg_rate_elec_generated_ramp_up,0.1676442462394295,kWh/h
avg_rate_elec_imported_ramp_up,0.25686283462404363,kWh/h
avg_rate_elec_exported_ramp_up,0.0028901766567444066,kWh/h
avg_rate_heat_demand_ramp_up,0.3588746533277321,kWh/h
avg_rate_heat_supply_ramp_up,0.3208409850499317,kWh/h
avg_rate_temp_cons1_ramp_up,0.0684492258836399,°C/h
avg_rate_temp_cons2_ramp_up,0.03637613532717769,°C/h
avg_rate_temp_cons3_ramp_up,0.033929592808602846,°C/h
max_rate_elec_f_heat_demand,2.7871603278265757,kWh/h
max_rate_elec_end_demand,1.0796716656950898,kWh/h
max_rate_elec_total_demand,3.616744671560471,kWh/h
max_rate_elec_generated,4.99999999999878,kWh/h
max_rate_elec_imported,8.371486609749569,kWh/h
max_rate_elec_exported,10.80059016621073,kWh/h
max_rate_heat_demand,10.047404615982224,kWh/h
max_rate_heat_supply,10.728743356033638,kWh/h
max_rate_temp_cons1,0.32049043701834634,°C/h
max_rate_temp_cons2,0.20273164888005368,°C/h
max_rate_temp_cons3,0.2027315753696044,°C/h
