Metric,Value,Unit
total_cost,5038.692636892989,CHF
remaining_primal_residual_heat,9.316069714178957,kWh
remaining_primal_residual_elec,182.25685471864375,kWh
average_heat_value,0.05744316878526274,CHF/kWh
average_elec_value,0.28316296164815186,CHF/kWh
weighted_avg_heat_value,0.07869594928499829,CHF/kWh
weighted_avg_elec_value,0.289991122160904,CHF/kWh
total_expenses,5138.868433779421,CHF
total_revenue,100.17579688643207,CHF
electricity_expenses,5138.868433779271,CHF
electricity_revenue,0.1757968859271577,CHF
hydrogen_expenses,1.497747184858951e-10,CHF
hydrogen_revenue,100.00000000050491,CHF
expenses_h2_system,4.982049205184854,CHF
revenue_h2_system,104.38626037448176,CHF
expenses_hp_system,2635.950603392092,CHF
revenue_pv_system,1679.162582212583,CHF
heat_cost_cons1,922.7691466711747,CHF
heat_cost_cons2,921.0281380438236,CHF
heat_cost_cons3,920.4514931232679,CHF
heat_cost_cons_total,2764.248777838266,CHF
electricity_end_expenses,4349.86683241356,CHF
electricity_f_heat_expenses,2640.932652597113,CHF
total_heat_consumption,35125.68058398444,kWh
total_heat_demand,35125.68058398444,kWh
total_heat_supply,35132.56317388848,kWh
total_heat_solar_gain,5821.3584,kWh
total_heat_waste,14.084448504822735,kWh
total_heat_waste_el,7.9594035533365215,kWh
total_heat_waste_fc,6.1250449514862115,kWh
total_heat_h2_used,8.59482571770376,kWh
total_heat_el_used,1.6057236135111241,kWh
total_heat_fc_used,6.989102104193018,kWh
total_heat_el_gen,9.565127166847644,kWh
total_heat_fc_gen,13.114147055669829,kWh
total_heat_hp_used,35123.96834817077,kWh
total_heat_ts_used,5.829527221182838,kWh
total_heat_ts_input,11.15937720146675,kWh
total_energy_ts_stored,394.67972068396494,kWh
total_electricity_for_heat_demand,9155.108837603188,kWh
total_electricity_end_demand,15000.0,kWh
total_electricity_total_demand,24155.108837603184,kWh
total_electricity_generated,6201.940728306229,kWh
total_electricity_imported,18369.702187970113,kWh
total_electricity_exported,10.800590166468046,kWh
total_electricity_h2_demand,32.00017574064836,kWh
total_electricity_el_demand,31.77954679201455,kWh
total_electricity_co_demand,0.22062894862023705,kWh
total_electricity_hp_demand,9123.108661862538,kWh
total_electricity_fc_produced,16.747428306228134,kWh
total_electricity_pv_produced,6185.193300000001,kWh
total_electricity_bat_charged,5544.146248593174,kWh
total_electricity_bat_discharged,5076.247908161394,kWh
total_energy_bat_stored,78597.70552109643,kWh
total_net_electricity_imported,18358.901597803644,kWh
total_hydrogen_used,0.7754262342128386,kg
total_hydrogen_produced,0.5510404030340949,kg
total_hydrogen_imported,1.49774718485895e-11,kg
total_hydrogen_exported,10.000000000050493,kg
avg_hydrogen_storage,7.216064587797324,kg
avg_temp_cons1,21.243002690112718,°C
avg_temp_cons2,21.165291736083073,°C
avg_temp_cons3,21.10511707706081,°C
max_temp_cons1,28.8324798015192,°C
max_temp_cons2,28.832479801544626,°C
max_temp_cons3,28.83247980164677,°C
avg_rate_elec_f_heat_demand,0.14656991716496567,kWh/h
avg_rate_elec_end_demand,0.25211857672986404,kWh/h
avg_rate_elec_total_demand,0.2844779686244172,kWh/h
avg_rate_elec_generated,0.20267595474977554,kWh/h
avg_rate_elec_imported,0.4889255706696236,kWh/h
avg_rate_elec_exported,0.0012329440829031892,kWh/h
avg_rate_heat_demand,0.555706265693632,kWh/h
avg_rate_heat_supply,0.5566111490203383,kWh/h
avg_rate_temp_cons1,0.07020051483294688,°C/h
avg_rate_temp_cons2,0.05079720698200246,°C/h
avg_rate_temp_cons3,0.03666784305828421,°C/h
avg_rate_elec_f_heat_demand_ramp_up,0.10903129028236241,kWh/h
avg_rate_elec_end_demand_ramp_up,0.2769899571936677,kWh/h
avg_rate_elec_total_demand_ramp_up,0.28217570427586375,kWh/h
avg_rate_elec_generated_ramp_up,0.16464225666802604,kWh/h
avg_rate_elec_imported_ramp_up,0.3179861692896952,kWh/h
avg_rate_elec_exported_ramp_up,0.0029041651428404467,kWh/h
avg_rate_heat_demand_ramp_up,0.4761334971132876,kWh/h
avg_rate_heat_supply_ramp_up,0.39875005338194486,kWh/h
avg_rate_temp_cons1_ramp_up,0.07581783980398915,°C/h
avg_rate_temp_cons2_ramp_up,0.05095388451892835,°C/h
avg_rate_temp_cons3_ramp_up,0.0356339786662214,°C/h
max_rate_elec_f_heat_demand,3.896103896103705,kWh/h
max_rate_elec_end_demand,1.0796716656950898,kWh/h
max_rate_elec_total_demand,4.008162644006537,kWh/h
max_rate_elec_generated,4.999999999999858,kWh/h
max_rate_elec_imported,11.600527516913338,kWh/h
max_rate_elec_exported,10.800590166215303,kWh/h
max_rate_heat_demand,15.004761402034193,kWh/h
max_rate_heat_supply,14.999999999998948,kWh/h
max_rate_temp_cons1,0.3644328297878978,°C/h
max_rate_temp_cons2,0.2891435553670654,°C/h
max_rate_temp_cons3,0.22250102198047372,°C/h
