Metric,Value,Unit
total_cost,5054.266430982779,CHF
remaining_primal_residual_heat,6.102071797456705,kWh
remaining_primal_residual_elec,149.81610809475882,kWh
average_heat_value,0.057361660402837106,CHF/kWh
average_elec_value,0.28426785881420474,CHF/kWh
weighted_avg_heat_value,0.07878481734995424,CHF/kWh
weighted_avg_elec_value,0.2911335781440511,CHF/kWh
total_expenses,5154.442227882645,CHF
total_revenue,100.17579689986557,CHF
electricity_expenses,5154.442227878615,CHF
electricity_revenue,0.1757968859852189,CHF
hydrogen_expenses,4.029855004871547e-09,CHF
hydrogen_revenue,100.00000001388035,CHF
expenses_h2_system,4.79606326517162,CHF
revenue_h2_system,104.2289302474849,CHF
expenses_hp_system,2667.069119348809,CHF
revenue_pv_system,1689.4269273290743,CHF
heat_cost_cons1,919.5886382782317,CHF
heat_cost_cons2,916.8679691770876,CHF
heat_cost_cons3,916.6829066734763,CHF
heat_cost_cons_total,2753.139514128796,CHF
electricity_end_expenses,4367.003672160767,CHF
electricity_f_heat_expenses,2671.865182609938,CHF
total_heat_consumption,34945.051682986305,kWh
total_heat_demand,34945.051682986305,kWh
total_heat_supply,34949.9883724056,kWh
total_heat_solar_gain,5821.3584,kWh
total_heat_waste,14.53698659656505,kWh
total_heat_waste_el,8.411261852182243,kWh
total_heat_waste_fc,6.125724744382809,kWh
total_heat_h2_used,7.5352976049712,kWh
total_heat_el_used,0.8031009540575964,kWh
total_heat_fc_used,6.732196650913603,kWh
total_heat_el_gen,9.214362806239839,kWh
total_heat_fc_gen,12.857921395296412,kWh
total_heat_hp_used,34942.45307480062,kWh
total_heat_ts_used,10.205563864108232,kWh
total_heat_ts_input,14.964004517891176,kWh
total_energy_ts_stored,340.7199706907372,kWh
total_electricity_for_heat_demand,9106.78852960501,kWh
total_electricity_end_demand,15000.0,kWh
total_electricity_total_demand,24106.78852960501,kWh
total_electricity_generated,6201.50993638299,kWh
total_electricity_imported,18299.470422330858,kWh
total_electricity_exported,10.800590166977667,kWh
total_electricity_h2_demand,30.82669199445815,kWh
total_electricity_el_demand,30.61415376659082,kWh
total_electricity_co_demand,0.21253822786732524,kWh
total_electricity_hp_demand,9075.961837610554,kWh
total_electricity_fc_produced,16.31663638299005,kWh
total_electricity_pv_produced,6185.193300000001,kWh
total_electricity_bat_charged,5596.418831939393,kWh
total_electricity_bat_discharged,5125.8735148097,kWh
total_energy_bat_stored,75798.33469472805,kWh
total_net_electricity_imported,18288.66983216388,kWh
total_hydrogen_used,0.7576469665812706,kg
total_hydrogen_produced,0.530833109057479,kg
total_hydrogen_imported,4.0298550048715405e-10,kg
total_hydrogen_exported,10.000000001388038,kg
avg_hydrogen_storage,7.120178532389858,kg
avg_temp_cons1,21.207928444848683,°C
avg_temp_cons2,21.104322588185838,°C
avg_temp_cons3,21.085690374446592,°C
max_temp_cons1,28.832479801503613,°C
max_temp_cons2,28.832479801505038,°C
max_temp_cons3,28.832479801512644,°C
avg_rate_elec_f_heat_demand,0.11969769992748695,kWh/h
avg_rate_elec_end_demand,0.25211857672986404,kWh/h
avg_rate_elec_total_demand,0.26083832702193044,kWh/h
avg_rate_elec_generated,0.2027643342500829,kWh/h
avg_rate_elec_imported,0.48056808571048737,kWh/h
avg_rate_elec_exported,0.001232944082904471,kWh/h
avg_rate_heat_demand,0.4530200961299645,kWh/h
avg_rate_heat_supply,0.4534984880351839,kWh/h
avg_rate_temp_cons1,0.06440209689687659,°C/h
avg_rate_temp_cons2,0.03681506748298305,°C/h
avg_rate_temp_cons3,0.03156582565447576,°C/h
avg_rate_elec_f_heat_demand_ramp_up,0.09485723279942133,kWh/h
avg_rate_elec_end_demand_ramp_up,0.2769899571936677,kWh/h
avg_rate_elec_total_demand_ramp_up,0.25879267562672253,kWh/h
avg_rate_elec_generated_ramp_up,0.16656214400885752,kWh/h
avg_rate_elec_imported_ramp_up,0.3128281691254021,kWh/h
avg_rate_elec_exported_ramp_up,0.0029049462523446238,kWh/h
avg_rate_heat_demand_ramp_up,0.3638783559159093,kWh/h
avg_rate_heat_supply_ramp_up,0.3260009898846796,kWh/h
avg_rate_temp_cons1_ramp_up,0.07043671542721862,°C/h
avg_rate_temp_cons2_ramp_up,0.03585032390218823,°C/h
avg_rate_temp_cons3_ramp_up,0.03282422529147247,°C/h
max_rate_elec_f_heat_demand,2.8356145299417936,kWh/h
max_rate_elec_end_demand,1.0796716656950898,kWh/h
max_rate_elec_total_demand,3.665198873675689,kWh/h
max_rate_elec_generated,4.999999999996142,kWh/h
max_rate_elec_imported,11.632811369652492,kWh/h
max_rate_elec_exported,10.800590166191455,kWh/h
max_rate_heat_demand,10.391596199158613,kWh/h
max_rate_heat_supply,10.91580839384955,kWh/h
max_rate_temp_cons1,0.31906602190334254,°C/h
max_rate_temp_cons2,0.20273165926398207,°C/h
max_rate_temp_cons3,0.2027316588702064,°C/h
