Metric,Value,Unit
total_cost,5055.783873646206,CHF
remaining_primal_residual_heat,10.749321756263736,kWh
remaining_primal_residual_elec,13.28598502164724,kWh
average_heat_value,0.05755330528481251,CHF/kWh
average_elec_value,0.2842059956399507,CHF/kWh
weighted_avg_heat_value,0.07818849545782035,CHF/kWh
weighted_avg_elec_value,0.2902780344171986,CHF/kWh
total_expenses,5155.959670533373,CHF
total_revenue,100.17579688716759,CHF
electricity_expenses,5155.959670533035,CHF
electricity_revenue,0.17579688592778123,CHF
hydrogen_expenses,3.385702299926631e-10,CHF
hydrogen_revenue,100.00000000123981,CHF
expenses_h2_system,4.8879843139618,CHF
revenue_h2_system,104.30643106234416,CHF
expenses_hp_system,2627.4405671987015,CHF
revenue_pv_system,1689.7951908553102,CHF
heat_cost_cons1,916.6086933435857,CHF
heat_cost_cons2,915.1047705704723,CHF
heat_cost_cons3,914.609198036539,CHF
heat_cost_cons_total,2746.322661950597,CHF
electricity_end_expenses,4354.170516257979,CHF
electricity_f_heat_expenses,2632.3285515122843,CHF
total_heat_consumption,35124.38301657981,kWh
total_heat_demand,35124.38301657981,kWh
total_heat_supply,35132.496461236085,kWh
total_heat_solar_gain,5821.3584,kWh
total_heat_waste,12.781585770769436,kWh
total_heat_waste_el,6.65571011464737,kWh
total_heat_waste_fc,6.125875656122066,kWh
total_heat_h2_used,9.58865278090193,kWh
total_heat_el_used,2.7308331736165696,kWh
total_heat_fc_used,6.857819607285365,kWh
total_heat_el_gen,9.38654328826394,kWh
total_heat_fc_gen,12.983695263406503,kWh
total_heat_hp_used,35122.90780845518,kWh
total_heat_ts_used,5.767352736225106,kWh
total_heat_ts_input,12.390561515819629,kWh
total_energy_ts_stored,517.0616023691907,kWh
total_electricity_for_heat_demand,9154.235919576591,kWh
total_electricity_end_demand,15000.0,kWh
total_electricity_total_demand,24154.23591957659,kWh
total_electricity_generated,6201.7213998523985,kWh
total_electricity_imported,18437.415392343097,kWh
total_electricity_exported,10.800590166471528,kWh
total_electricity_h2_demand,31.402722575245527,kWh
total_electricity_el_demand,31.18621283724742,kWh
total_electricity_co_demand,0.21650973799962792,kWh
total_electricity_hp_demand,9122.833197001346,kWh
total_electricity_fc_produced,16.52809985239758,kWh
total_electricity_pv_produced,6185.193300000001,kWh
total_electricity_bat_charged,5459.887448771375,kWh
total_electricity_bat_discharged,4994.732556366048,kWh
total_energy_bat_stored,86048.40359111449,kWh
total_net_electricity_imported,18426.614802176624,kWh
total_hydrogen_used,0.7663743019819451,kg
total_hydrogen_produced,0.5407523084990945,kg
total_hydrogen_imported,3.3857022999266323e-11,kg
total_hydrogen_exported,10.000000000123984,kg
avg_hydrogen_storage,7.177791641079259,kg
avg_temp_cons1,21.23832419122126,°C
avg_temp_cons2,21.165455209841536,°C
avg_temp_cons3,21.108803138079487,°C
max_temp_cons1,28.832479801533445,°C
max_temp_cons2,28.832479801519426,°C
max_temp_cons3,28.832479801550505,°C
avg_rate_elec_f_heat_demand,0.14721949922037114,kWh/h
avg_rate_elec_end_demand,0.25211857672986404,kWh/h
avg_rate_elec_total_demand,0.2858192450550961,kWh/h
avg_rate_elec_generated,0.20230471202818154,kWh/h
avg_rate_elec_imported,0.38604548617008844,kWh/h
avg_rate_elec_exported,0.0012329440829029154,kWh/h
avg_rate_heat_demand,0.5616475681554766,kWh/h
avg_rate_heat_supply,0.5625661723168255,kWh/h
avg_rate_temp_cons1,0.06996039463926898,°C/h
avg_rate_temp_cons2,0.051116227391213236,°C/h
avg_rate_temp_cons3,0.037283823505316546,°C/h
avg_rate_elec_f_heat_demand_ramp_up,0.1084280152320879,kWh/h
avg_rate_elec_end_demand_ramp_up,0.2769899571936677,kWh/h
avg_rate_elec_total_demand_ramp_up,0.2825462266590397,kWh/h
avg_rate_elec_generated_ramp_up,0.1704247485008506,kWh/h
avg_rate_elec_imported_ramp_up,0.25882500500989436,kWh/h
avg_rate_elec_exported_ramp_up,0.0029041651428398643,kWh/h
avg_rate_heat_demand_ramp_up,0.47217215484874214,kWh/h
avg_rate_heat_supply_ramp_up,0.3952583274083381,kWh/h
avg_rate_temp_cons1_ramp_up,0.07763330667006058,°C/h
avg_rate_temp_cons2_ramp_up,0.05041645742154027,°C/h
avg_rate_temp_cons3_ramp_up,0.037739438042222656,°C/h
max_rate_elec_f_heat_demand,3.8961038961031353,kWh/h
max_rate_elec_end_demand,1.0796716656950898,kWh/h
max_rate_elec_total_demand,3.9748496562371827,kWh/h
max_rate_elec_generated,4.999999999999671,kWh/h
max_rate_elec_imported,8.967996715811864,kWh/h
max_rate_elec_exported,10.80059016621337,kWh/h
max_rate_heat_demand,15.005068361871015,kWh/h
max_rate_heat_supply,14.999999999996204,kWh/h
max_rate_temp_cons1,0.3500095671764534,°C/h
max_rate_temp_cons2,0.2963260099910414,°C/h
max_rate_temp_cons3,0.23985553834823037,°C/h
