Metric,Value,Unit
total_cost,5018.635795556203,CHF
remaining_primal_residual_heat,15.936440987937768,kWh
remaining_primal_residual_elec,157.019789720975,kWh
average_heat_value,0.05693528208444378,CHF/kWh
average_elec_value,0.2816584848194552,CHF/kWh
weighted_avg_heat_value,0.07762645428098355,CHF/kWh
weighted_avg_elec_value,0.2884115349535835,CHF/kWh
total_expenses,5118.875312704775,CHF
total_revenue,100.23951714857179,CHF
electricity_expenses,5118.875312691452,CHF
electricity_revenue,0.2395170956556105,CHF
hydrogen_expenses,1.3323612199915928e-08,CHF
hydrogen_revenue,100.00000005291618,CHF
expenses_h2_system,4.815153473580825,CHF
revenue_h2_system,104.25169671001109,CHF
expenses_hp_system,2616.481598411976,CHF
revenue_pv_system,1667.745010194697,CHF
heat_cost_cons1,910.5490107508506,CHF
heat_cost_cons2,910.5211422299708,CHF
heat_cost_cons3,910.5005554127965,CHF
heat_cost_cons_total,2731.5707083936177,CHF
electricity_end_expenses,4326.173024303753,CHF
electricity_f_heat_expenses,2621.296751872256,CHF
total_heat_consumption,35188.657445388184,kWh
total_heat_demand,35188.657445388184,kWh
total_heat_supply,35200.88922008533,kWh
total_heat_solar_gain,5821.3584,kWh
total_heat_waste,10.892885464600024,kWh
total_heat_waste_el,4.769021773289072,kWh
total_heat_waste_fc,6.123863691310951,kWh
total_heat_h2_used,11.272792888764544,kWh
total_heat_el_used,4.499311410935118,kWh
total_heat_fc_used,6.773481477828568,kWh
total_heat_el_gen,9.268333184224192,kWh
total_heat_fc_gen,12.897345169135125,kWh
total_heat_hp_used,35189.61642719656,kWh
total_heat_ts_used,6.906899292976747,kWh
total_heat_ts_input,14.13035110273726,kWh
total_energy_ts_stored,551.1353032797305,kWh
total_electricity_for_heat_demand,9171.167361075353,kWh
total_electricity_end_demand,15000.0,kWh
total_electricity_total_demand,24171.167361075353,kWh
total_electricity_generated,6201.576219518185,kWh
total_electricity_imported,18340.04985903056,kWh
total_electricity_exported,11.0713354902247,kWh
total_electricity_h2_demand,31.007250115206865,kWh
total_electricity_el_demand,30.79346700836126,kWh
total_electricity_co_demand,0.21378310685214433,kWh
total_electricity_hp_demand,9140.160110960147,kWh
total_electricity_fc_produced,16.38291951818406,kWh
total_electricity_pv_produced,6185.193300000001,kWh
total_electricity_bat_charged,5324.67949976002,kWh
total_electricity_bat_discharged,4873.778861047835,kWh
total_energy_bat_stored,78999.88798523034,kWh
total_net_electricity_imported,18328.978523540336,kWh
total_hydrogen_used,0.7603825463908624,kg
total_hydrogen_produced,0.5339423049350523,kg
total_hydrogen_imported,1.3323612199915927e-09,kg
total_hydrogen_exported,10.000000005291618,kg
avg_hydrogen_storage,7.409194025551266,kg
avg_temp_cons1,21.20355775052602,°C
avg_temp_cons2,21.18340337744574,°C
avg_temp_cons3,21.16670880092029,°C
max_temp_cons1,28.83247980150776,°C
max_temp_cons2,28.83247980150908,°C
max_temp_cons3,28.8324798015287,°C
avg_rate_elec_f_heat_demand,0.18797203296125092,kWh/h
avg_rate_elec_end_demand,0.25211857672986404,kWh/h
avg_rate_elec_total_demand,0.3393275654247659,kWh/h
avg_rate_elec_generated,0.20246541320929196,kWh/h
avg_rate_elec_imported,0.49495280906237304,kWh/h
avg_rate_elec_exported,0.0012947580836324278,kWh/h
avg_rate_heat_demand,0.7151623442533563,kWh/h
avg_rate_heat_supply,0.7164863127481726,kWh/h
avg_rate_temp_cons1,0.06210803940541915,°C/h
avg_rate_temp_cons2,0.05952890866683702,°C/h
avg_rate_temp_cons3,0.054098439190580785,°C/h
avg_rate_elec_f_heat_demand_ramp_up,0.14477184884303881,kWh/h
avg_rate_elec_end_demand_ramp_up,0.2769899571936677,kWh/h
avg_rate_elec_total_demand_ramp_up,0.34444191839019916,kWh/h
avg_rate_elec_generated_ramp_up,0.17325121953179276,kWh/h
avg_rate_elec_imported_ramp_up,0.32431545443480736,kWh/h
avg_rate_elec_exported_ramp_up,0.0029809734758490434,kWh/h
avg_rate_heat_demand_ramp_up,0.6660456415242263,kWh/h
avg_rate_heat_supply_ramp_up,0.526545576198133,kWh/h
avg_rate_temp_cons1_ramp_up,0.07459592633491417,°C/h
avg_rate_temp_cons2_ramp_up,0.07378067101528246,°C/h
avg_rate_temp_cons3_ramp_up,0.0624870529307395,°C/h
max_rate_elec_f_heat_demand,3.8961038960120056,kWh/h
max_rate_elec_end_demand,1.0796716656950898,kWh/h
max_rate_elec_total_demand,4.27036974779503,kWh/h
max_rate_elec_generated,4.999999999986882,kWh/h
max_rate_elec_imported,11.622221174470482,kWh/h
max_rate_elec_exported,10.800590165986629,kWh/h
max_rate_heat_demand,15.021352196857874,kWh/h
max_rate_heat_supply,14.99999999960649,kWh/h
max_rate_temp_cons1,0.38879825928508893,°C/h
max_rate_temp_cons2,0.31588821031430925,°C/h
max_rate_temp_cons3,0.3133788559680788,°C/h
